SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED	GOOGLETRANSLATE
251611	4776847	eng	kan	My father and my brother work in this factory.	ನನ್ನ ತಂದೆ ಹಾಗು ನನ್ನ ಅಣ್ಣ ಈ ಕಾರ್ಖಾನೆಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಾರೆ.	ನನ್ನ ತಂದೆ ಮತ್ತು ನನ್ನ ಸಹೋದರ ಈ ಕಾರ್ಖಾನೆಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಾರೆ.	ನನ್ನ ತಂದೆ ಮತ್ತು ಈ ಕಾರ್ಖಾನೆಯಲ್ಲಿ ನನ್ನ ಸಹೋದರ ಕೆಲಸ.
255488	4776456	eng	kan	I traveled by myself.	ನಾನು ಒಂಟಿಯಾಗಿ ಪಯಣ ಮಾಡಿದೆ.	ನಾನು ನನ್ನ ಮೂಲಕ ಪ್ರಯಾಣಿಸಿದೆ.	ನಾನು ಮೂಲಕ ಪ್ರಯಾಣಿಸಿದರು.
258409	4783945	eng	kan	I have enough money to buy a car.	ನನಗೆ ಕಾರನ್ನು ಖರೀದಿಸುವುದಕ್ಕೆ ಸಾಕಷ್ಟು ಹಣವಿದೆ.	ಕಾರು ಖರೀದಿಸಲು ನನಗೆ ಸಾಕಷ್ಟು ಹಣವಿದೆ.	ನಾನು ಒಂದು ಕಾರು ಖರೀದಿಸಲು ಹಣ ಹೊಂದಿವೆ.
259383	4784815	eng	kan	I made sure that no one was watching.	ಯಾರೂ ನೋಡುತ್ತಿರಲಿಲ್ಲವೆಂದು ನಾನು ಖಚಿತಪಡಿಸಿಕೊಂಡೆ.	ಯಾರೂ ನೋಡುತ್ತಿಲ್ಲ ಎಂದು ನಾನು ಖಚಿತಪಡಿಸಿಕೊಂಡೆ.	ನಾನು ಖಚಿತವಾಗಿ ಯಾರೂ ವೀಕ್ಷಿಸಿದ್ದರು ಎಂದು ಮಾಡಿದ.
259790	4776803	eng	kan	I'm getting better every day.	ಪ್ರತಿದಿನ ನಾನು ಸುಧಾರಿಸುತ್ತಿದ್ದೇನೆ.	ನಾನು ಪ್ರತಿದಿನ ಉತ್ತಮವಾಗಿದ್ದೇನೆ.	ನಾನು ಪ್ರತಿ ದಿನ ಉತ್ತಮ ಪಡೆದಿದ್ದೇನೆ.
263708	4774736	eng	kan	The cause of the accident is unknown.	ಅಪಘಾತದ ಕಾರಣವೇ ಗೊತ್ತಿಲ್ಲ.	ಅಪಘಾತದ ಕಾರಣ ತಿಳಿದಿಲ್ಲ.	ಅಪಘಾತದ ಕಾರಣ ತಿಳಿದಿಲ್ಲ.
271741	4776782	eng	kan	Have you ever eaten raw fish?	ನೀವು ಯಾವಾಗಲಾದರೂ ಕಚ್ಚಾ ಮೀನು ತಿಂದಿದ್ದೀರಾ?	ನೀವು ಎಂದಾದರೂ ಕಚ್ಚಾ ಮೀನು ತಿನ್ನಿದ್ದೀರಾ?	ನೀವು ಎಂದಾದರೂ ಹಸಿ ಮೀನು ತಿನ್ನುತ್ತಿದ್ದ?
273302	4775502	eng	kan	The war is still going on.	ಯುದ್ಧ ಇನ್ನೂ ನಡೆಯುತ್ತಿದೆ.	ಯುದ್ಧವು ಇನ್ನೂ ನಡೆಯುತ್ತಿದೆ.	ಯುದ್ಧವು ಮುಂದುವರೆಯುತ್ತಿದ್ದರೂ ಇದೆ.
283524	4783917	eng	kan	It was because he was sick that he decided to return home.	ಅವನಿಗೆ ಹುಷಾರು ಇರಲಿಲ್ಲ ಅಂತ ಅವನು ಮನಗೆ ವಾಪಸ್ಸು ಬರವುದಕ್ಕೆ ನಿರ್ದರಿಸಿದ.	ಏಕೆಂದರೆ ಅವರು ಮನೆಗೆ ಹಿಂದಿರುಗಲು ನಿರ್ಧರಿಸಿದ್ದಾರೆ ಎಂದು ಅವರು ಅನಾರೋಗ್ಯದಿಂದ ಬಳಲುತ್ತಿದ್ದರು.	ಅವರು ವಾಪಸಾಗಬೇಕಾಯಿತು ನಿರ್ಧರಿಸಿದ್ದಾರೆ ಎಂದು ಅನಾರೋಗ್ಯ ಕಾರಣ ಇದು.
288595	4783920	eng	kan	He arrived at the station at five.	ಅವನು ಠಾಣೆಗೆ ಐದು ಗಂಟೆಗೆ ತಲುಪಿದ.	ಅವರು ಐದಕ್ಕೆ ನಿಲ್ದಾಣಕ್ಕೆ ಆಗಮಿಸಿದರು.	ಅವರು ಐದು ನಲ್ಲಿ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಂದಿಳಿದ.
291092	4774755	eng	kan	He swam across the river.	ಅವನು ನದಿ ಅಡ್ಡಲಾಗಿ ಈಜಿದನು.	ಅವನು ನದಿಯ ಅಡ್ಡಲಾಗಿ ಚಲಿಸುತ್ತಾನೆ.	ಅವರು ನದಿಗೆ ಅಡ್ಡಲಾಗಿ ಈಜುತ್ತಿದ್ದವಾದರೂ.
291525	4774645	eng	kan	He couldn't keep his temper any longer.	ಜಾಸ್ತಿ ಹೊತ್ತು ಅವನಿಗೆ ಅವನ ಕೋಪ ತಡೆಯುವುದಕ್ಕೆ ಆಗಲಿಲ್ಲ.	ಅವನಿಗೆ ಇನ್ನು ಮುಂದೆ ತನ್ನ ಕೋಪವನ್ನು ಇಟ್ಟುಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.	ಅವರು ಯಾವುದೇ ಮುಂದೆ ತನ್ನ ಉದ್ವೇಗವನ್ನು ಹಿಡಿತದಲ್ಲಿಟ್ಟುಕೊಂಡು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.
293914	4774611	eng	kan	From a movie star he became a statesman.	ಚಲನ ಚಿತ್ರ ತಾರೆಯಿಂದ ಅವರು ರಾಜನೀತಿಜ್ಞರಾಗಿದರು.	ಚಿತ್ರದಿಂದಲೇ ಅವರು ರಾಜ್ಯಪಾಲರಾಗಿದ್ದರು.	ಚಿತ್ರ ತಾರೆ ಅವರು ರಾಜನೀತಿಜ್ಞ ಆಯಿತು.
297088	4774758	eng	kan	He had an accident at work.	ಕೆಲಸದಲ್ಲಿ ಅವನಿಗೆ ಅಪಘಾತವಾಯಿತು.	ಅವರು ಕೆಲಸದಲ್ಲಿ ಅಪಘಾತ ಹೊಂದಿದ್ದರು.	ಅವರು ಕೆಲಸ ಅಪಘಾತ ಹೊಂದಿತ್ತು.
303926	4776869	eng	kan	He goes abroad every year.	ಪ್ರತಿವರ್ಷ ಅವನು ವಿದೇಶಕ್ಕೆ ಹೋಗುತ್ತಾನೆ.	ಅವರು ಪ್ರತಿ ವರ್ಷ ವಿದೇಶಕ್ಕೆ ಹೋಗುತ್ತಾರೆ.	ಅವರು ಪ್ರತಿ ವರ್ಷ ವಿದೇಶದಲ್ಲಿ ಹೋಗುತ್ತದೆ.
304024	4776786	eng	kan	He bought his daughter a new dress.	ಅವನು ಅವನ ಮಗಳಿಗೆ ಹೊಸ ಬಟ್ಟೆಯನ್ನು ಖರೀದಿಸಿದನು.	ಅವರು ತನ್ನ ಮಗಳನ್ನು ಹೊಸ ಉಡುಗೆ ಖರೀದಿಸಿದರು.	ತಮ್ಮ ಮಗಳು ಹೊಸ ಉಡುಗೆ ಖರೀದಿಸಿತು.
305806	4776863	eng	kan	They failed to fulfill the conditions.	ಅವರು ನಿಯಮಗಳನ್ನು ನೇರವೇರಿಸುವುದಕ್ಕೆ ಆಗಲಿಲ್ಲ.	ಅವರು ಪರಿಸ್ಥಿತಿಗಳನ್ನು ಪೂರೈಸಲು ವಿಫಲರಾದರು.	ಅವರು ಷರತ್ತುಗಳನ್ನು ಪೂರೈಸಲು ವಿಫಲವಾಗಿದೆ.
306934	4776823	eng	kan	They caught sight of the man among the crowd of people.	ಅವರು ಜನಸಮೊಹದ ನಡುವೆ ಅವನನ್ನು ಕಂಡಿದರು.	ಅವರು ಜನರ ಗುಂಪು ನಡುವೆ ಮನುಷ್ಯನ ದೃಷ್ಟಿ ಸೆಳೆದರು.	ಅವರು ಜನರ ಪ್ರೇಕ್ಷಕರ ನಡುವೆ ಮನುಷ್ಯನ ದೃಷ್ಟಿಯಲ್ಲಿ ಸೆಳೆಯಿತು.
310061	4776870	eng	kan	She got married in her teens.	ಅವಳು ಹದಿವಯಸ್ಸಿನಲ್ಲಿ ಮದುವೆಯಾಗಿದಳು.	ಅವಳು ತನ್ನ ಹದಿನೈದರಲ್ಲಿ ಮದುವೆಯಾದಳು.	ತನ್ನ ಹದಿಹರೆಯದಲ್ಲಿ ವಿವಾಹವಾದರು.
314424	4783939	eng	kan	She treats me as if I were a baby.	ನನ್ನನ್ನು ಎಳೆಮಗು ತರಹ ಪರಿಗಣಿಸುತ್ತಾಳೆ.	ನಾನು ಮಗುವಾಗಿದ್ದಾಗ ಅವಳು ನನ್ನನ್ನು ಪರಿಗಣಿಸುತ್ತಾಳೆ.	ನಾನು ಕೂಡ ಒಂದು ಮಗುವಿನ ಕೆಲವು ಅವಳು ನನಗೆ ಪರಿಗಣಿಸುತ್ತದೆ.
314869	4774669	eng	kan	She has something in her hand.	ಅವಳು ಅವಳ ಕೈಯಲ್ಲಿ ಏನೋ ಇಟ್ಟುಕೊಂಡಿದ್ದಾಳೆ.	ಅವಳು ತನ್ನ ಕೈಯಲ್ಲಿ ಏನನ್ನಾದರೂ ಹೊಂದಿದ್ದಾಳೆ.	ತನ್ನ ಕೈಯಲ್ಲಿ ಏನೋ ಹೊಂದಿದೆ.
316050	4774186	eng	kan	She seems shy, but has a strong will in practice.	ಅವಳು ನಾಚಿಕೆಪಡುತ್ತಾಳೆ ಅಂತ ಕಾಣಿಸುತ್ತೆ ಆದರೆ ನಿಜವಾಗಲು ಅವಳಿಗೆ ಜಾಸ್ತಿ ಸಂಕಲ್ಪ ಶಕ್ತಿ ಇದೆ.	ಅವಳು ನಾಚಿಕೆಪಡುತ್ತಾಳೆ, ಆದರೆ ಅಭ್ಯಾಸದಲ್ಲಿ ಬಲವಾದ ಇಚ್ will ೆಯನ್ನು ಹೊಂದಿದ್ದಾಳೆ.	ಅವರು ನಾಚಿಕೆ ತೋರುತ್ತದೆ, ಆದರೆ ಆಚರಣೆಯಲ್ಲಿ ಬಲಶಾಲಿಯಾದ ಹೊಂದಿದೆ.
316061	4775372	eng	kan	She brought up two children.	ಅವಳು ಎರಡು ಮಕ್ಕಳನ್ನು ಸಾಕಿದಳು.	ಅವಳು ಇಬ್ಬರು ಮಕ್ಕಳನ್ನು ಕರೆತಂದಳು.	ಅವರು ಎರಡು ಮಕ್ಕಳು ಬೆಳೆದರು.
317349	4776860	eng	kan	She tried to get whatever she wanted.	ಏನೆಲ್ಲಾ ಅವಳಿಗೆ ಬೇಕಿತ್ತೋ ಅದನ್ನು ಖರೀದಿಸುವುದಕ್ಕೆ ಪ್ರಯತ್ನಿಸಿದಳು.	ಅವಳು ಬಯಸಿದ ಯಾವುದನ್ನಾದರೂ ಪಡೆಯಲು ಅವಳು ಪ್ರಯತ್ನಿಸಿದಳು.	ಅವಳು ನಮಗೇನು ಯತ್ನಿಸಿದ್ದನು.
317833	4774667	eng	kan	Mr. Sato collapsed from exhaustion.	ಸಾಟೋ ಅವರು ಆಯಾಸದಿಂದ ಕುಸಿದು ಬಿದ್ದರು.	ಶ್ರೀ ಸಾಟೊ ಕ್ಷೀಣದಿಂದ ಕುಸಿಯಿತು.	ಶ್ರೀ ಸಾಟೋ ಬಳಲಿಕೆಯನ್ನು ಕುಸಿಯಿತು.
318903	4775544	eng	kan	He took charge of the firm after his father's death.	ಅವನ ತಂದೆಯ ಮರಣಾನಂತರ ಅವನು ಸಂಸ್ಥೆಯ ಅಧಿಕಾರ ವಹಿಸಿಕೊಂಡಿದನು.	ತಂದೆಯ ಸಾವಿನ ನಂತರ ಅವರು ಸಂಸ್ಥೆಯ ಉಸ್ತುವಾರಿ ವಹಿಸಿಕೊಂಡರು.	ಅವರು ತಮ್ಮ ತಂದೆಯ ಮರಣದ ನಂತರ ಸಂಸ್ಥೆಯಿಂದ ವಹಿಸಿಕೊಂಡನು.
319396	4783980	eng	kan	Both my father and I went to the museum for the first time.	ನಾನು ಮತ್ತು ನನ್ನ ತಂದೆ ಮೊದಲ ಬಾರಿಗೆ ಸಂಗ್ರಾಲಯಕ್ಕೆ ಹೋದ್ವಿ.	ನನ್ನ ತಂದೆ ಮತ್ತು ನಾನು ಮೊದಲ ಬಾರಿಗೆ ಮ್ಯೂಸಿಯಂಗೆ ಹೋಗಿದ್ದೆವು.	ನನ್ನ ತಂದೆ ಮತ್ತು ನಾನು ಎರಡೂ ಮೊದಲ ಬಾರಿಗೆ ಮ್ಯೂಸಿಯಂ ಹೋದರು.
319945	4775384	eng	kan	The story got more and more exciting.	ಆ ಕಥೆ ಇನ್ನಷ್ಟು ಹೆಚ್ಚು ಅದ್ಭುತವಾಯಿತು.	ಕಥೆ ಹೆಚ್ಚು ಹೆಚ್ಚು ರೋಚಕವಾಗಿದೆ.	ಕಥೆ ಹೆಚ್ಚು ರೋಮಾಂಚನಕಾರಿ ಸಿಕ್ಕಿತು.
322719	4776791	eng	kan	In order to stay awake, I may have to drink more coffee.	ಎಚ್ಚರವಾಗಿರಲು ನಾನು ಇನ್ನು ಸ್ವಲ್ಪ ಕಾಫಿ ಕುಡಿಯಬೇಕು ಅಂತ ಅನಿಸುತ್ತೆ.	ಎಚ್ಚರವಾಗಿರಲು, ನಾನು ಹೆಚ್ಚು ಕಾಫಿ ಕುಡಿಯಬೇಕಾಗಬಹುದು.	ಎಚ್ಚರವಾಗಿರಲು ಸಲುವಾಗಿ, ನಾನು ಹೆಚ್ಚು ಕಾಫಿ ಕುಡಿಯಲು ಹೊಂದಿರಬಹುದು.
324120	4784823	eng	kan	Eat a lot of vegetables.	ಬಹಳ ತರಕಾರಿಗಳು ತಿನ್ನು.	ಸಾಕಷ್ಟು ತರಕಾರಿಗಳನ್ನು ತಿನ್ನಿರಿ.	ತರಕಾರಿಗಳು ಬಹಳಷ್ಟು ಈಟ್.
325552	4776541	eng	kan	His trip will keep him away from the office for a week.	ಅವನ ಪಯಣ ಅವನನ್ನು ಆಫೀಸಿನಿಂದ ದೂರ ಇಡತ್ತೆ.	ಅವರ ಪ್ರವಾಸವು ಅವನನ್ನು ಒಂದು ವಾರ ಕಚೇರಿಯಿಂದ ದೂರವಿರಿಸುತ್ತದೆ.	ಅವರ ಪ್ರವಾಸದ ಒಂದು ವಾರ ಕಚೇರಿಯಲ್ಲಿ ಅವನನ್ನು ದೂರ ಮಾಡುತ್ತದೆ.
329713	3350633	eng	kan	Good morning!	ಶುಭೋದಯ.	ಶುಭೋದಯ!	ಶುಭೋದಯ!
360558	8902974	eng	kan	See you later!	ಮತ್ತೆ ಸಿಗೋಣ	ನಂತರ ನಿಮ್ಮನ್ನು ನೋಡಿ!	ಆಮೇಲೆ ಸಿಗೋಣ!
373320	8902982	eng	kan	How are you?	ಹೇಗಿದ್ದೀರ	ನೀವು ಹೇಗಿದ್ದೀರಿ?	ನೀವು ಹೇಗಿದ್ದೀರಿ?
403320	4776808	eng	kan	He agrees with my opinion.	ಅವನು ನನ್ನ ಅಭಿಪ್ರಾಯವನ್ನು ಸಮ್ಮತಿಸುತ್ತಾನೆ.	ಅವರು ನನ್ನ ಅಭಿಪ್ರಾಯವನ್ನು ಒಪ್ಪುತ್ತಾರೆ.	ಅವರು ನನ್ನ ಅಭಿಪ್ರಾಯದಲ್ಲಿ ಸಮ್ಮತಿಸುತ್ತದೆ.
428402	4546226	eng	kan	What time is it?	ಗಂಟೆ ಎಷ್ಟು?	ಅದು ಯಾವ ಸಮಯ?	ಈಗ ಸಮಯ ಎಷ್ಟು?
477061	8902979	eng	kan	No.	ಇಲ್ಲ	ಇಲ್ಲ.	ನಂ
655682	4783948	eng	kan	Do you want to leave it like that?	ನಿಮಗೆ ಅದನ್ನು ಹಂಗೇ ಬಿಡಬೇಕಾ?	ನೀವು ಅದನ್ನು ಹಾಗೆ ಬಿಡಲು ಬಯಸುವಿರಾ?	ನೀವು ಹಾಗೆ ಇದು ಬಿಡಬೇಕಾಗಿದೆಯೆ?
884396	4774691	eng	kan	One can hardly change one's point of view.	ಯಾರೋ ಯಾರೊಬ್ಬರ ದೃಷ್ಟಿಕೋನವನ್ನು ಬದಲಾಯಿಸುವುದಕ್ಕೆ ತುಂಬಾನೆ ಕಷ್ಟ.	ಒಬ್ಬರ ದೃಷ್ಟಿಕೋನವನ್ನು ಬದಲಾಯಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.	ಒಂದು ಅಷ್ಟೇನೂ ವೀಕ್ಷಿಸಿ ಒಂದು ಪಾಯಿಂಟ್ ಬದಲಾಯಿಸಬಹುದು.
953092	4774604	eng	kan	Any time you want to borrow my car, all you have to do is ask.	ಯಾವಾಗಲಾದರು ನೀವು ನನ್ನ ಕಾರನ್ನು ಬೇಕೆಂದರೆ, ಬರಿ ಕೇಳಿ.	ನೀವು ನನ್ನ ಕಾರನ್ನು ಎರವಲು ಪಡೆಯಲು ಬಯಸಿದಾಗಲೆಲ್ಲಾ ಕೇಳುವುದು.	ನೀವು ನನ್ನ ಕಾರನ್ನು ಎರವಲು ಬಯಸುವ ಯಾವುದೇ ಸಮಯದಲ್ಲಿ, ನೀವು ಮಾಡಬೇಕು ಎಲ್ಲಾ ಕೇಳುವುದಕ್ಕಾಗಿ.
1007968	4776866	eng	kan	Give my regards to your family.	ನಿಮ್ಮ ಕುಟುಂಬಕ್ಕೆ ನನ್ನ ಪರವಾಗಿ ಶುಭಾಕಾಂಕ್ಷೆಗಳನ್ನು ನೀಡಿ.	ನಿಮ್ಮ ಕುಟುಂಬಕ್ಕೆ ನನ್ನ ಗೌರವಗಳನ್ನು ನೀಡಿ.	ನಿಮ್ಮ ಕುಟುಂಬಕ್ಕೆ ನನ್ನ ಸಂಬಂಧಿಸಿದಂತೆ ನೀಡಿ.
1016597	4774666	eng	kan	That's why he lost his job.	ಅದಕ್ಕೇನೇ ಅವನು ಅವನ ಕೆಲಸ ಕಳೆದುಕೊಂಡ.	ಅದಕ್ಕಾಗಿಯೇ ಅವನು ತನ್ನ ಕೆಲಸವನ್ನು ಕಳೆದುಕೊಂಡನು.	ಆ ತನ್ನ ಕೆಲಸ ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ ಏಕೆ.
